Time,Rain Rate (mm/hr),Attenuation (dB)
9.77530110,70.12636400,9.29630010
9.77558110,70.13528700,8.93869190
9.77586110,67.45807000,9.14390480
9.77614110,66.36573800,8.80160790
9.77642110,67.45413400,8.40167000
9.77670110,69.07573000,9.23390790
9.77698110,68.91647900,9.44267180
9.77726110,68.93568200,9.68489230
9.77754110,70.30060800,9.94338010
9.77782110,71.22746000,9.69007130
9.77810110,73.50776800,9.74193800
9.77838110,76.01385000,9.53218290
9.77866110,76.36480600,9.34815930
9.77894110,78.27520700,9.42523070
9.77922110,77.62751500,9.18709160
9.77950110,77.53717300,8.77690630
9.77978110,77.78057500,8.62333680
9.78006110,80.10033900,8.60796860
9.78034110,80.16896100,8.59052640
9.78062110,79.81849400,8.85411130
9.78090110,79.81504100,8.60093530
9.78118110,80.28647800,8.37580520
9.78146110,80.90564500,8.32708220
9.78174110,80.70673200,8.39721380
9.78202110,82.01173900,9.00103480
9.78230110,80.88665700,9.11060780
9.78258110,80.14924800,8.88073070
9.78286110,79.45503700,8.91468200
9.78314110,79.71750600,9.24083660
9.78342110,78.81471500,9.19413900
9.78370110,78.82748900,9.00860760
9.78398110,78.06327100,8.91312150
9.78426110,79.09411100,9.49453390
9.78454110,79.07795900,9.54846890
9.78482110,75.59676300,9.18137720
9.78510110,77.95069100,9.25357320
9.78538110,78.14721800,9.39190810
9.78566110,79.50288200,9.59045860
9.78594110,80.24614300,9.65052800
9.78622110,80.79109900,9.27328280
9.78650110,82.12179600,9.26281700
9.78678110,81.79426600,9.41230970
9.78706110,80.55876500,9.43140890
9.78734110,82.82752300,8.83811850
9.78762110,83.60520700,8.79133450
9.78790110,85.24991000,9.36657920
9.78818110,85.14760600,8.85141170
9.78846110,84.35717800,8.94518000
9.78874110,83.11514800,8.91051260
9.78902110,84.58653100,8.99917740
9.78930110,82.09494600,8.67441860
9.78958110,81.03401300,9.20913230
9.78986110,78.46964300,9.13374930
9.79014110,77.73741900,9.24556330
9.79042110,76.59814300,8.73825190
9.79070110,77.27300300,9.36769170
9.79098110,78.58089500,9.04183120
9.79126110,79.63879500,9.20625890
9.79154110,79.02256000,8.88379340
9.79182110,77.30931500,8.89482540
9.79210110,77.28399900,8.92058450
9.79238110,76.56450700,8.67302830
9.79266110,75.15169100,8.79409580
9.79294110,74.65879000,9.10738390
9.79322110,74.03101600,9.70257560
9.79350110,72.80493800,9.08218390
9.79378110,73.27067400,9.28645190
9.79406110,74.17243900,8.94919080
9.79434110,75.56254900,8.66057590
9.79462110,76.13517700,9.06300930
9.79490110,76.87212900,9.42134450
9.79518110,78.09037400,9.55861990
9.79546110,79.46361200,9.15047610
9.79574110,80.46000300,9.41914150
9.79602110,79.73203200,9.32126470
9.79630110,81.31354800,9.13394370
9.79658110,80.48402300,8.94387060
9.79686110,80.15005300,9.11694740
9.79714110,80.22038500,9.05618090
9.79742110,81.46556200,8.98326620
9.79770110,82.73874500,9.15004370
9.79798110,82.91471000,8.95469310
9.79826110,83.41635000,9.53896810
9.79854110,83.44692400,9.47981450
9.79882110,83.64188600,9.32702820
9.79910110,84.49952100,8.86859360
9.79938110,86.02208500,8.74724270
9.79966110,85.22168000,8.84738030
9.79994110,85.79084900,8.77905500
9.80022110,86.78313300,8.55979810
9.80050110,87.06902600,8.78459130
9.80078110,84.98797300,8.77927170
9.80106110,84.48459700,9.14223110
9.80134110,82.24242500,9.52654610
9.80162110,81.17631500,8.92087440
9.80190110,80.44106300,8.95394390
9.80218110,80.74628700,8.25101360
9.80246110,82.05679400,8.74154170
9.80274110,80.89611000,9.17764910
9.80302110,80.34913300,8.97310840
9.80330110,81.34465300,9.04336690
9.80358110,81.23330000,9.54133310
9.80386110,82.15743900,9.73270340
9.80414110,81.54940400,9.69796920
9.80442110,81.21775700,9.68076970
9.80470110,81.73368900,9.86264390
9.80498110,83.72331200,10.06245600
9.80526110,86.09210300,9.71270390
9.80554110,86.26418300,9.75899360
9.80582110,85.23666300,9.81061290
9.80610110,84.88399700,9.59426910
9.80638110,85.98126700,9.30825250
9.80666110,85.37886400,9.27903160
9.80694110,83.79417900,9.25267570
9.80722110,84.23956400,8.94213850
9.80750110,85.12998200,9.81527880
9.80778110,86.09742600,9.89181640
9.80806110,85.52905300,9.29038610
9.80834110,86.59372600,9.01107740
9.80862110,87.48753800,8.53574870
9.80890110,87.58669400,8.99233380
9.80918110,88.29495600,9.28746560
9.80946110,88.29142100,9.19282000
9.80974110,87.24025200,9.30640010
9.81002110,86.96303900,8.88891640
9.81030110,87.23933100,9.11691710
9.81058110,86.33787300,8.64922380
9.81086110,86.64969400,8.77943830
9.81114110,85.98750200,8.38116910
9.81142110,85.00649300,8.52695060
9.81170110,86.27483900,9.29335880
9.81198110,86.52618700,9.35549580
9.81226110,85.79707600,9.33915190
9.81254110,85.48842700,9.33002260
9.81282110,85.11757100,9.14521000
9.81310110,85.70592100,9.18502220
9.81338110,84.88399700,9.29034020
9.81366110,85.93347800,9.52085080
9.81394110,86.74223200,9.18867420
9.81422110,86.88467400,9.02182030
9.81450110,88.53823200,9.11604590
9.81478110,88.66677400,8.87305720
9.81506110,86.24195600,9.43158970
9.81534110,85.16879000,9.29947800
9.81562110,85.15902500,9.16695340
9.81590110,83.83097900,9.17192090
9.81618110,83.71715400,9.12275270
9.81646110,84.17461200,8.84151110
9.81674110,83.47578200,8.89134950
9.81702110,82.29014600,9.38725880
9.81730110,81.89557400,9.47988460
9.81758110,80.69042900,9.13719640
9.81786110,82.06631100,9.48459250
9.81814110,80.78245900,9.46129050
9.81842110,80.29251700,9.41034610
9.81870110,78.72963800,9.43396400
9.81898110,78.37367100,9.57880720
9.81926110,77.61911300,9.73357420
9.81954110,77.13558300,9.88589130
9.81982110,78.12177500,9.51590190
9.82010110,80.51240000,9.83517260
9.82038110,81.91028300,10.18712600
9.82066110,83.78629500,10.21780200
9.82094110,81.72760000,10.05652900
9.82122110,82.20945100,9.94002600
9.82150110,82.76838700,9.42786800
9.82178110,80.83495400,9.97634520
9.82206110,80.02917100,9.43917610
9.82234110,79.33464400,10.32587200
9.82262110,79.43284300,10.21077800
9.82290110,80.65338800,10.07857900
9.82318110,80.82728000,9.99984290
9.82346110,81.33080100,9.98330130
9.82374110,79.17081100,9.11464720
9.82402110,80.51844700,9.36750490
9.82430110,83.06368800,9.63305170
9.82458110,84.08335700,9.98795330
9.82486110,84.92986200,9.58151260
9.82514110,85.79707600,9.68098330
9.82542110,84.30182100,9.69263510
9.82570110,83.19977400,9.91275160
9.82598110,84.52236200,9.98592530
9.82626110,87.11359500,9.46702120
9.82654110,86.49417700,9.99447670
9.82682110,84.71766000,9.58000920
9.82710110,84.75811600,9.55953090
9.82738110,85.09821200,9.92788540
9.82766110,84.04650600,9.49104500
9.82794110,83.79417900,9.50596910
9.82822110,82.35181100,9.72427100
9.82850110,81.62898500,9.82762390
9.82878110,81.98401100,9.98128630
9.82906110,80.51151300,10.19022700
9.82934110,79.32951900,10.20046000
9.82962110,79.47298800,10.02799000
9.82990110,83.66470100,10.05963100
9.83018110,82.93122100,10.47553500
9.83046110,82.85718000,10.37726500
9.83074110,81.69382900,10.13960800
9.83102110,78.31507900,10.22942000
9.83130110,76.36315400,10.14193300
9.83158110,77.89478700,9.91137900
9.83186110,76.84522200,9.90865820
9.83214110,77.23590900,9.91474630
9.83242110,78.10992900,10.35109500
9.83270110,80.57771800,10.70255000
9.83298110,81.60131800,11.12084200
9.83326110,80.80224300,10.92986800
9.83354110,82.34488600,10.33651500
9.83382110,85.29934400,10.38180400
9.83410110,84.38263800,10.37096400
9.83438110,84.89721800,10.49562500
9.83466110,84.03334700,10.57957700
9.83494110,84.49251200,10.39488900
9.83522110,84.78363200,10.22286500
9.83550110,86.38576700,10.09337500
9.83578110,87.27682600,10.09401000
9.83606110,86.77962700,10.48870200
9.83634110,87.59382100,10.24125800
9.83662110,89.64542300,10.39149100
9.83690110,90.46200800,10.38891700
9.83718110,91.21016800,10.45660300
9.83746110,91.72446400,10.11621000
9.83774110,92.63786800,10.17243700
9.83802110,92.70293400,10.25681100
9.83830110,93.10343400,10.51953600
9.83858110,94.56144600,10.11476900
9.83886110,93.21386700,10.24405100
9.83914110,94.99812400,10.56163900
9.83942110,98.30717200,10.62402400
9.83970110,95.83424000,10.36128800
9.83998110,92.33081400,10.11320600
9.84026110,91.37777400,9.72337200
9.84054110,90.06139600,9.51249520
9.84082110,90.32324800,9.99251480
9.84110110,91.01624500,10.51055500
9.84138110,89.67975000,10.07405200
9.84166110,88.94919600,9.84574750
9.84194110,87.27506800,9.77839130
9.84222110,88.78721900,9.87200640
9.84250110,88.80974700,10.32053000
9.84278110,88.99868600,10.51282300
9.84306110,91.31852700,10.73905300
9.84334110,90.02793600,10.07206300
9.84362110,91.09537900,10.34108900
9.84390110,89.97639800,10.17488900
9.84418110,90.35863000,10.27834400
9.84446110,90.76437200,10.47753700
9.84474110,91.61673800,10.52371700
9.84502110,92.86181400,10.24909300
9.84530110,92.61678600,9.93228640
9.84558110,91.28844100,10.06082000
9.84586110,91.96110400,10.06343500
9.84614110,92.26853200,10.20554800
9.84642110,90.18458600,10.38703100
9.84670110,88.32996700,10.34178100
9.84698110,88.88705600,10.32897300
9.84726110,86.92201500,10.14528400
9.84754110,87.11627100,10.40687000
9.84782110,85.66077500,10.28914900
9.84810110,85.28526600,10.17642100
9.84838110,86.31480500,10.19991900
9.84866110,87.71987900,10.14325000
9.84894110,86.46750600,10.64426800
9.84922110,86.20650000,10.82103100
9.84950110,86.12936800,10.28653000
9.84978110,84.73962100,10.18752800
9.85006110,83.98425500,10.44564200
9.85034110,85.64667000,10.51017800
9.85062110,83.03497900,10.20618800
9.85090110,83.48365300,10.30436400
9.85118110,81.52864200,10.28177900
9.85146110,80.27963400,9.97267930
9.85174110,78.14976200,9.72469600
9.85202110,76.49489500,9.80609120
9.85230110,78.50868400,9.73456540
9.85258110,80.94872000,9.79191300
9.85286110,79.99404000,10.18394900
9.85314110,77.69007100,9.89693340
9.85342110,76.41767900,9.85254330
9.85370110,77.86263500,9.98636350
9.85398110,76.12850000,9.89229580
9.85426110,75.62017600,10.24277400
9.85454110,78.00319800,10.20131500
9.85482110,79.15553200,10.25625500
9.85510110,81.25224500,10.58527000
9.85538110,81.22722800,10.38098900
9.85566110,83.84412400,10.74755300
9.85594110,86.36002700,10.80288100
9.85622110,86.43200600,10.35780000
9.85650110,87.09043100,10.15785800
9.85678110,88.64333500,10.03476400
9.85706110,90.98620500,10.23719800
9.85734110,90.76437200,10.10006500
9.85762110,89.65177900,10.22929400
9.85790110,89.33481300,10.68553900
9.85818110,88.15236800,9.99018920
9.85846110,88.05384000,9.82429340
9.85874110,87.70653900,9.91343940
9.85902110,91.27391200,10.12728700
9.85930110,91.17915800,10.18535200
9.85958110,92.45079300,10.07527600
9.85986110,88.61998300,9.96542290
9.86014110,86.89979300,10.18068900
9.86042110,88.71526400,9.77480460
9.86070110,90.17557800,10.01985500
9.86098110,87.52147800,9.97931890
9.86126110,86.42042400,10.16385700
9.86154110,86.37160500,9.89302560
9.86182110,87.92839900,9.96860090
9.86210110,88.35151600,10.39419800
9.86238110,88.16405700,10.34802600
9.86266110,88.60742300,11.29467600
9.86294110,88.27703200,11.44120700
9.86322110,88.81869200,11.04429100
9.86350110,87.19297500,10.84078000
9.86378110,86.73780800,10.69843600
9.86406110,85.79441900,11.05270800
9.86434110,90.00348200,10.89022600
9.86462110,89.28252900,10.83546100
9.86490110,91.01991500,10.72977700
9.86518110,89.60474800,10.63074300
9.86546110,88.67124300,10.42811900
9.86574110,89.56323400,10.44453600
9.86602110,87.50002400,10.12095800
9.86630110,87.77181900,10.19458000
9.86658110,89.88320600,9.91767150
9.86686110,87.74941400,9.92572140
9.86714110,86.91666800,9.86025480
9.86742110,87.24828600,9.84799970
9.86770110,85.96356300,10.16861400
9.86798110,86.59105700,10.47365100
9.86826110,86.19493200,10.17094000
9.86854110,87.11719100,10.03215300
9.86882110,88.04123300,10.26616900
9.86910110,87.62601900,10.78399900
9.86938110,86.55811900,10.63443000
9.86966110,85.93347800,10.61893400
9.86994110,84.43538300,10.51058800
9.87022110,83.65764300,10.01237800
9.87050110,82.95476300,10.01376600
9.87078110,81.48461300,10.23305100
9.87106110,81.22892800,9.96930190
9.87134110,81.17890400,9.84632460
9.87162110,82.69523000,10.43624500
9.87190110,87.01560700,10.31161000
9.87218110,87.42319400,10.11701800
9.87246110,87.77089600,10.09131800
9.87274110,84.30182100,10.10732100
9.87302110,84.39145600,10.34791600
9.87330110,85.37173900,10.51008200
9.87358110,87.25004300,10.55597100
9.87386110,88.21334400,10.26532100
9.87414110,88.06812800,10.63188300
9.87442110,88.90689500,10.22263800
9.87470110,88.97706500,10.18225100
9.87498110,87.19029800,10.83516300
9.87526110,88.86097400,10.42688300
9.87554110,91.23656900,10.85496000
9.87582110,88.55618100,10.49938600
9.87610110,87.35451700,11.10288600
9.87638110,86.40092900,10.63481700
9.87666110,83.38840300,10.56756300
9.87694110,82.78921300,10.38751200
9.87722110,82.15564800,10.05713700
9.87750110,84.35544800,10.65903500
9.87778110,84.84971000,9.99563170
9.87806110,85.63430700,10.56260800
9.87834110,85.03733700,10.56585000
9.87862110,84.49778900,10.67280400
9.87890110,84.96069300,11.46815600
9.87918110,88.68018100,10.74456200
9.87946110,89.51266700,10.22011900
9.87974110,90.37589800,10.15658100
9.88002110,91.27844100,10.49770900
9.88030110,90.59814100,10.32309700
9.88058110,91.76010100,10.66173100
9.88086110,93.78408200,10.41015700
9.88114110,95.33350500,10.58878400
9.88142110,98.32981900,10.09443500
9.88170110,101.88634000,10.08561900
9.88198110,102.94352000,9.76993580
9.88226110,101.93905000,9.80747770
9.88254110,103.12859000,10.21959600
9.88282110,103.46142000,10.42041500
9.88310110,102.84820000,10.27015500
9.88338110,100.84282000,9.97160180
9.88366110,99.05250900,9.57995790
9.88394110,100.21866000,9.72306120
9.88422110,97.95009900,9.20927250
9.88450110,98.44963900,9.42602970
9.88478110,97.08388900,9.43190800
9.88506110,95.37624000,9.13709240
9.88534110,96.43243500,9.31408790
9.88562110,96.82908900,10.22654500
9.88590110,95.66559200,9.85030980
9.88618110,96.00390200,9.46298610
9.88646110,94.69954100,9.59523810
9.88674110,93.53420900,9.74866390
9.88702110,93.86345900,9.27089160
9.88730110,93.25063400,9.12425610
9.88758110,93.63381000,9.54438930
9.88786110,94.84503700,9.65417330
9.88814110,94.59202900,9.82397760
9.88842110,95.23123800,9.60352260
9.88870110,95.94328000,9.53317320
9.88898110,97.60861700,10.04860000
9.88926110,98.25251100,10.06094300
9.88954110,100.02185000,10.01445600
9.88982110,98.97777800,10.27631400
9.89010110,98.64695000,9.86608450
9.89038110,101.52516000,10.11596000
9.89066110,100.55290000,9.48108050
9.89094110,97.08767100,9.47343560
9.89122110,98.58936700,9.15026110
9.89150110,97.49121200,9.21161950
9.89178110,97.08951800,9.30138600
9.89206110,99.27881600,9.64559910
9.89234110,100.52055000,9.90551790
9.89262110,99.07710000,9.53919840
9.89290110,97.04080000,9.13679110
9.89318110,94.92021700,8.71817720
9.89346110,93.79143800,8.63892190
9.89374110,94.70041000,9.11353310
9.89402110,94.93222700,9.02443680
9.89430110,95.31118100,8.97034570
9.89458110,93.62083800,8.99063680
9.89486110,91.60124300,9.31195820
9.89514110,91.97662700,9.27615430
9.89542110,90.49290400,9.27242730
9.89570110,88.58770000,9.12878510
9.89598110,87.89707200,8.86003510
9.89626110,86.94699600,9.23160070
9.89654110,87.10289000,9.77133790
9.89682110,86.96479400,9.72886610
9.89710110,84.80039700,9.85222370
9.89738110,84.98623700,9.88103250
9.89766110,85.11674400,10.06401600
9.89794110,83.49677200,9.40901730
9.89822110,83.50546400,9.57050200
9.89850110,84.26500800,9.69062300
9.89878110,87.26343400,10.22112800
9.89906110,89.48463600,9.49359980
9.89934110,89.47828500,9.17659720
9.89962110,85.33553800,8.81498260
9.89990110,81.97701900,8.79049050
9.90018110,80.51328700,8.79838480
9.90046110,77.26287900,8.73637230
9.90074110,77.08927400,8.76295250
9.90102110,76.80065100,8.86919260
9.90130110,76.20636600,8.93870130
9.90158110,76.29692900,9.09546110
9.90186110,75.51668200,9.19130700
9.90214110,76.14271900,9.32106660
9.90242110,76.40335700,9.38037250
9.90270110,77.84572800,10.02258600
9.90298110,79.48581000,9.76940340
9.90326110,80.53900800,9.67255170
9.90354110,81.81327200,9.04605080
9.90382110,84.17724600,9.27456660
9.90410110,86.14084800,9.30816390
9.90438110,84.63232000,8.94950910
9.90466110,84.56285700,8.74202660
9.90494110,84.77397000,9.10169030
9.90522110,85.61124400,9.23632030
9.90550110,84.49251200,8.83949410
9.90578110,83.77931400,8.39998360
9.90606110,81.02455200,8.66327890
9.90634110,80.07894500,9.09282830
9.90662110,78.67778200,9.14560340
9.90690110,77.22831700,9.25172640
9.90718110,76.92177100,9.00321080
9.90746110,77.13479200,8.96285870
9.90774110,77.47214100,9.15420340
9.90802110,78.26677200,9.12837580
9.90830110,80.56400700,8.71531030
9.90858110,80.47201200,8.58562320
9.90886110,79.29116900,8.90384340
9.90914110,77.41726700,8.54367870
9.90942110,75.88414100,8.39952810
9.90970110,77.27719600,9.33978260
9.90998110,78.03871400,8.94799470
9.91026110,78.85735000,9.25391780
9.91054110,80.32424600,9.07180300
9.91082110,79.22289700,9.22940900
9.91110110,78.37789100,8.91190350
9.91138110,77.61237600,8.63065770
9.91166110,76.75270200,8.71334300
9.91194110,71.26318500,8.95857970
9.91222110,69.81718500,9.22442390
9.91250110,71.01001100,9.54567300
9.91278110,74.01775700,9.61096460
9.91306110,75.74207300,9.14219900
9.91334110,76.98571900,8.93336600
9.91362110,76.37574100,8.69496850
9.91390110,74.77669300,8.31241620
9.91418110,77.44173200,8.52558490
9.91446110,78.71950500,9.05955820
9.91474110,79.75683400,8.73774730
9.91502110,79.51145900,8.56688650
9.91530110,79.84844900,8.79581770
9.91558110,83.23383200,8.75992180
9.91586110,88.58770000,9.00969340
9.91614110,88.19450300,8.72258580
9.91642110,87.95351400,8.93166110
9.91670110,88.22142000,8.05539680
9.91698110,89.61381400,8.55565300
9.91726110,88.60379900,8.24548470
9.91754110,86.37960200,8.99521300
9.91782110,87.58669400,8.95306780
9.91810110,83.93961500,8.80791060
9.91838110,85.29586600,8.63163240
9.91866110,87.16085100,8.37091920
9.91894110,87.84786800,9.10483720
9.91922110,88.09595200,9.30346760
9.91950110,88.22857000,8.41208220
9.91978110,86.92117900,8.18855690
9.92006110,88.11209300,8.18125210
9.92034110,87.16804500,7.89888660
9.92062110,88.14614600,7.79105550
9.92090110,86.60790400,7.86742310
9.92118110,88.08695700,8.04198770
9.92146110,88.99243600,8.03863740
9.92174110,90.04967600,8.48393060
9.92202110,86.98710600,8.44058460
9.92230110,83.33514400,7.95567590
9.92258110,82.05508600,7.75423320
9.92286110,81.05382600,7.46039640
9.92314110,81.93198400,8.17693670
9.92342110,80.71020300,8.33048990
9.92370110,80.66024700,8.73664860
9.92398110,83.14485300,8.63161350
9.92426110,85.74393900,8.65429620
9.92454110,85.23931300,8.58860720
9.92482110,85.85820400,8.65640570
9.92510110,87.25807800,8.44627510
9.92538110,86.57237700,8.14586550
9.92566110,85.82448200,8.08638410
9.92594110,83.41807100,8.18932660
9.92622110,81.11506000,7.54011160
9.92650110,78.72030300,7.51492920
9.92678110,79.53879400,8.82832960
9.92706110,80.56054000,8.97521760
9.92734110,81.60561800,8.89468050
9.92762110,81.29888900,9.13628860
9.92790110,78.70753800,8.50462910
9.92818110,77.64273600,8.29541000
9.92846110,76.91332500,8.13437150
9.92874110,76.41767900,8.29001180
9.92902110,74.81237700,8.00235770
9.92930110,72.18852900,7.58381050
9.92958110,68.99248100,7.39067700
9.92986110,65.04796700,7.57603130
9.93014110,65.14292900,7.89991710
9.93042110,65.87393700,7.54882980
9.93070110,65.00284600,7.57885150
9.93098110,62.01146400,8.05487610
9.93126110,60.43273400,8.41916000
9.93154110,60.42370100,9.21840090
9.93182110,60.41170500,9.17457740
9.93210110,61.51146100,8.83482990
9.93238110,59.95514400,7.85866570
9.93266110,59.23541500,7.78453700
9.93294110,56.80386800,7.86803590
9.93322110,58.17548800,7.57352990
9.93350110,58.93686400,7.82188020
9.93378110,60.60440400,7.70579000
9.93406110,61.51373800,7.61086430
9.93434110,63.21289200,7.28962190
9.93462110,64.72681600,7.53509120
9.93490110,62.06325400,7.89662920
9.93518110,61.43414100,7.83206550
9.93546110,60.67600600,8.28772570
9.93574110,60.61797200,7.61853350
9.93602110,60.99214400,8.76518390
9.93630110,60.13892700,8.65816440
9.93658110,58.14595500,8.19233320
9.93686110,59.15866800,8.60713950
9.93714110,57.93035200,7.98396860
9.93742110,55.53786700,7.88646260
9.93770110,56.80901100,7.84945660
9.93798110,55.80219400,8.06170010
9.93826110,53.77085800,7.61118290
9.93854110,55.29071200,7.54291870
9.93882110,54.54733700,7.59207040
9.93910110,55.90227500,7.79594870
9.93938110,55.31163900,7.98487780
9.93966110,57.54737000,7.46007230
9.93994110,56.91356300,7.74973160
9.94022110,60.11041400,8.53805000
9.94050110,63.07547200,8.60830260
9.94078110,65.36905000,8.04888870
9.94106110,67.55791800,8.63290920
9.94134110,68.76624000,8.45000780
9.94162110,72.19588700,8.44236150
9.94190110,71.77812700,8.13699760
9.94218110,71.91424600,8.33014870
9.94246110,73.29375000,8.54399160
9.94274110,76.03724400,8.94273760
9.94302110,76.72920500,8.97105480
9.94330110,76.68718800,8.28332130
9.94358110,76.38746300,8.28407240
9.94386110,76.29103200,7.83942580
9.94414110,78.15055700,8.38536610
9.94442110,78.81303900,8.76046940
9.94470110,81.57965800,8.25432360
9.94498110,84.43975100,8.38911420
9.94526110,87.68951000,8.54108980
9.94554110,88.46367500,8.25658950
9.94582110,90.04602400,7.69479270
9.94610110,88.96988600,7.94536020
9.94638110,88.48978800,7.94523100
9.94666110,88.76022200,8.08856710
9.94694110,87.57956800,8.11788510
9.94722110,86.37602000,8.22617040
9.94750110,88.56427100,8.45106920
9.94778110,89.07252300,8.11678210
9.94806110,90.27069600,7.88713310
9.94834110,87.91857200,7.31288160
9.94862110,85.76610500,7.56063390
9.94890110,85.18997700,7.74445720
9.94918110,85.37621300,7.87729960
9.94946110,84.14300900,7.79032500
9.94974110,85.91569500,7.77215820
9.95002110,85.69704100,8.33339000
9.95030110,88.51851600,8.06585680
9.95058110,93.44208800,8.16669270
9.95086110,93.87636000,7.92498800
9.95114110,96.12423600,7.61259480
9.95142110,98.01881500,8.29142930
9.95170110,102.11851000,8.38711250
9.95198110,104.46408000,8.11416350
9.95226110,103.29155000,7.77060460
9.95254110,108.11716000,7.50749380
9.95282110,105.31344000,7.52169970
9.95310110,101.34242000,7.65482940
9.95338110,102.01967000,7.87002360
9.95366110,100.18733000,7.56320160
9.95394110,97.91619000,7.06524020
9.95422110,95.98990400,7.33698110
9.95450110,94.57169800,7.03158230
9.95478110,92.39492000,6.88233760
9.95506110,87.17959000,6.93425580
9.95534110,87.75839200,7.08572050
9.95562110,87.88363700,7.21131950
9.95590110,87.36431500,7.30393480
9.95618110,86.38843200,7.86396720
9.95646110,83.98951700,8.07773370
9.95674110,82.70739400,7.58169600
9.95702110,82.78316900,7.91742970
9.95730110,80.67493400,7.90138970
9.95758110,78.83515300,8.00818100
9.95786110,77.84064800,7.94317460
9.95814110,75.74622700,7.59746150
9.95842110,74.64719100,7.63679560
9.95870110,77.94386100,7.66424420
9.95898110,79.04893800,7.78275680
9.95926110,79.95465700,7.90372520
9.95954110,79.57295000,8.27925160
9.95982110,81.90597600,8.12619240
9.96010110,82.55610300,7.95473980
9.96038110,81.20998600,7.89244010
9.96066110,82.70919000,7.76265490
9.96094110,82.24853200,8.37618220
9.96122110,81.67824500,7.96051660
9.96150110,82.67955800,8.45316740
9.96178110,81.62638900,7.64851180
9.96206110,80.59747900,7.91781200
9.96234110,80.06430900,7.92658360
9.96262110,79.72946400,7.83648100
9.96290110,77.96165200,7.94079400
9.96318110,76.78637500,7.40506360
9.96346110,77.57179800,7.24313700
9.96374110,77.43666500,7.57642900
9.96402110,76.92342800,7.51632440
9.96430110,76.67205400,7.48826860
9.96458110,75.88163100,7.58707080
9.96486110,75.97617400,8.13228600
9.96514110,75.78220300,7.89717400
9.96542110,77.92019600,7.91922900
9.96570110,76.70563300,8.19909260
9.96598110,74.72185800,7.24837200
9.96626110,75.36907000,7.70259090
9.96654110,76.62335400,7.33661860
9.96682110,76.66283300,7.96927500
9.96710110,76.88893700,7.90418320
9.96738110,78.12511400,8.20773060
9.96766110,78.46534100,8.66187510
9.96794110,77.99557100,8.41324410
9.96822110,77.62418600,7.69183740
9.96850110,76.64265900,7.82628200
9.96878110,75.62683300,7.69217930
9.96906110,75.00605000,7.68434850
9.96934110,73.89382500,7.80203430
9.96962110,75.35742000,7.69252880
9.96990110,73.90707400,7.62213050
9.97018110,74.41337000,8.21542360
9.97046110,72.26856200,8.25878270
9.97074110,74.11036200,7.96241550
9.97102110,76.43357600,8.25191620
9.97130110,78.76714300,8.10522660
9.97158110,82.70045500,8.41411390
9.97186110,85.55293500,8.13531590
9.97214110,85.69704100,8.00679290
9.97242110,84.28081900,8.10546250
9.97270110,86.28816000,8.52944310
9.97298110,80.66629900,7.97836470
9.97326110,79.28604600,7.89866460
9.97354110,79.16657100,7.80861380
9.97382110,79.60294200,7.77267630
9.97410110,78.25571200,7.28225840
9.97438110,74.08972600,7.36836710
9.97466110,75.48498900,7.65427540
9.97494110,75.21409400,8.38739900
9.97522110,74.74514500,8.60384110
9.97550110,74.22786200,8.73895260
9.97578110,76.87631100,7.69721520
9.97606110,74.86139700,7.89319230
9.97634110,72.88698100,7.94721650
9.97662110,73.13174900,8.65352430
9.97690110,70.49036300,8.31704380
9.97718110,72.98716900,8.70749580
9.97746110,75.17910200,8.35180890
9.97774110,76.25164100,8.51002830
9.97802110,74.88049500,8.05771790
9.97830110,75.26987800,7.79397190
9.97858110,74.48629500,8.02103340
9.97886110,73.56218800,7.88099910
9.97914110,73.55639000,8.11490630
9.97942110,75.57507500,8.72485830
9.97970110,74.75347900,8.72428230
9.97998110,72.94773300,8.73958420
9.98026110,75.06761600,8.06754000
9.98054110,75.25409400,8.31408180
9.98082110,75.67108600,8.08648080
9.98110110,76.66866500,7.99139690
9.98138110,76.70650000,8.63123990
9.98166110,77.60468700,8.41355320
9.98194110,78.50191100,7.95464540
9.98222110,77.51348600,8.17144240
9.98250110,75.43163400,8.11765910
9.98278110,72.07085400,7.69439810
9.98306110,74.61317800,7.64810010
9.98334110,75.05185100,8.28341170
9.98362110,74.84978400,7.56821650
9.98390110,70.56716600,7.53333530
9.98418110,74.37940600,7.65210120
9.98446110,75.13919800,7.22516630
9.98474110,73.99302500,7.80654430
9.98502110,74.26513300,7.24218330
9.98530110,76.10501300,7.55603300
9.98558110,76.45797500,7.72003990
9.98586110,76.62500900,8.29390420
9.98614110,79.70209800,7.95116090
9.98642110,79.00801400,7.74220830
9.98670110,77.99302900,7.61238470
9.98698110,77.95656900,7.66828020
9.98726110,75.21745300,7.84913410
9.98754110,73.98387700,7.07395690
9.98782110,72.99941700,7.28344770
9.98810110,72.70978800,7.16201890
9.98838110,72.98139100,7.70892450
9.98866110,71.68604600,6.71102480
9.98894110,72.29149100,7.31654220
9.98922110,71.47771300,7.93096100
9.98950110,72.60816300,7.96077370
9.98978110,73.29452200,7.19966780
9.99006110,73.75512700,7.78758240
9.99034110,74.20139000,8.55781230
9.99062110,76.27428400,7.91077860
9.99090110,75.56591600,7.98907360
9.99118110,75.60514100,7.90673430
9.99146110,75.91261600,7.62638900
9.99174110,76.29189600,7.82644840
9.99202110,76.07493400,8.41389740
9.99230110,74.88969400,7.20964140
